USERID,NAME,SURNAME,EMAIL,GENDER,RACE,AGE,PROVINCE,SOCIAL_MEDIA_HANDLE,EMAIL_CLEANED,SOCIAL_MEDIA_HANDLE_CLEANED,AGE_GROUP
803869,Raymundo ,Borelli,Raymundo 431@yahoo.com,male,,43,Mpumalanga,@Raymundo 43,raymundo431@yahoo.com,@raymundo43,35-44
803878,Cordie ,Singer,Cordie 63@mail.com,female,black,18,Mpumalanga,@Cordie 6,cordie63@mail.com,@cordie6,18-24
803882,Cory ,Martello,Cory 101@yahoo.com,male,black,44,Gauteng,@Cory 10,cory101@yahoo.com,@cory10,35-44
803897,Hyman ,Deblois,Hyman 83@mail.com,male,white,25,Western Cape,@Hyman 8,hyman83@mail.com,@hyman8,25-34
803921,,,Torrie 73@mail.com,,,0,,,torrie73@mail.com,,
803936,Jared ,Singer,Jared 501@yahoo.com,male,coloured,35,Gauteng,@Jared 50,jared501@yahoo.com,@jared50,35-44
803958,Jared ,Restivo,Jared 505@mailxyz.com,male,white,21,Gauteng,@Jared 50,jared505@mailxyz.com,@jared50,18-24
803967,Robby ,Curran,Robby 164@abcmail.com,male,black,43,Kwazulu Natal,@Robby 16,robby164@abcmail.com,@robby16,35-44
803990,Emilie ,Deblois,Emilie 344@abcmail.com,female,black,27,Free State,@Emilie 34,emilie344@abcmail.com,@emilie34,25-34
803994,Yong ,Slane,Yong 481@yahoo.com,male,white,24,Gauteng,@Yong 48,yong481@yahoo.com,@yong48,18-24
804168,Loyd ,Fudge,Loyd 494@abcmail.com,male,coloured,42,Gauteng,@Loyd 49,loyd494@abcmail.com,@loyd49,35-44
804189,Cory ,Arrieta,Cory 101@yahoo.com,male,black,39,North West,@Cory 10,cory101@yahoo.com,@cory10,35-44
804262,Hugh,Paradis,Hugh14@abcmail.com,male,indian_asian,22,Kwazulu Natal,@Hugh1,hugh14@abcmail.com,@hugh1,18-24
804277,Irving ,Marek,Irving 51@yahoo.com,male,black,27,Gauteng,@Irving 5,irving51@yahoo.com,@irving5,25-34
804289,Chas ,Mccollum,Chas 351@yahoo.com,male,black,31,Mpumalanga,@Chas 35,chas351@yahoo.com,@chas35,25-34
804327,Donald ,Mosser,Donald 222@gmail.com,male,indian_asian,43,Limpopo,@Donald 22,donald222@gmail.com,@donald22,35-44
804347,Hollis ,Mcclaine,Hollis 384@abcmail.com,male,white,37,Gauteng,@Hollis 38,hollis384@abcmail.com,@hollis38,35-44
804350,Minerva ,Marek,Minerva 322@gmail.com,female,coloured,28,Western Cape,@Minerva 32,minerva322@gmail.com,@minerva32,25-34
804360,Randy ,Reisinger,Randy 391@yahoo.com,male,black,20,Limpopo,@Randy 39,randy391@yahoo.com,@randy39,18-24
804403,Dion ,Roquemore,Dion 334@abcmail.com,male,black,28,Gauteng,@Dion 33,dion334@abcmail.com,@dion33,25-34
804404,Stefan ,Woolard,Stefan 461@yahoo.com,male,black,33,Mpumalanga,@Stefan 46,stefan461@yahoo.com,@stefan46,25-34
804413,Bret ,Condie,Bret 312@gmail.com,male,black,14,Limpopo,@Bret 31,bret312@gmail.com,@bret31,<18
804456,Kip ,Curran,Kip 142@gmail.com,male,black,26,Gauteng,@Kip 14,kip142@gmail.com,@kip14,25-34
804459,Roxane ,Lavoie,Roxane 303@mail.com,female,black,30,Gauteng,@Roxane 30,roxane303@mail.com,@roxane30,25-34
804464,Krysta ,Mastrangelo,Krysta 202@gmail.com,female,black,29,Limpopo,@Krysta 20,krysta202@gmail.com,@krysta20,25-34
804480,Lane ,Beville,Lane 112@gmail.com,male,coloured,50,Western Cape,@Lane 11,lane112@gmail.com,@lane11,45-54
804535,Carter ,Condie,Carter 34@abcmail.com,male,white,20,Northern Cape,@Carter 3,carter34@abcmail.com,@carter3,18-24
804539,Raymundo ,Crotty,Raymundo 435@mailxyz.com,male,,50,Gauteng,@Raymundo 43,raymundo435@mailxyz.com,@raymundo43,45-54
804554,Charlie ,Woolard,Charlie 362@gmail.com,male,black,38,Mpumalanga,@Charlie 36,charlie362@gmail.com,@charlie36,35-44
804560,Lloyd ,Styer,Lloyd 71@yahoo.com,male,coloured,25,Western Cape,@Lloyd 7,lloyd71@yahoo.com,@lloyd7,25-34
804601,Dia ,Arrieta,Dia 51@yahoo.com,female,white,25,Gauteng,@Dia 5,dia51@yahoo.com,@dia5,25-34
804626,Earline ,Zweifel,Earline 73@mail.com,female,black,24,Gauteng,@Earline 7,earline73@mail.com,@earline7,18-24
804676,Filiberto ,Deblois,Filiberto 41@yahoo.com,male,coloured,40,Western Cape,@Filiberto 4,filiberto41@yahoo.com,@filiberto4,35-44
804700,Romeo ,Styer,Romeo 371@yahoo.com,male,black,38,Kwazulu Natal,@Romeo 37,romeo371@yahoo.com,@romeo37,35-44
804761,Michel ,Shkreli,Michel 204@abcmail.com,male,white,20,Eastern Cape,@Michel 20,michel204@abcmail.com,@michel20,18-24
804771,Efren ,Gettys,Efren 135@mailxyz.com,male,white,35,Gauteng,@Efren 13,efren135@mailxyz.com,@efren13,35-44
804782,Haywood ,Sieren,Haywood 94@abcmail.com,male,indian_asian,32,Kwazulu Natal,@Haywood 9,haywood94@abcmail.com,@haywood9,25-34
804797,Haywood ,Roquemore,Haywood 92@gmail.com,male,black,26,Kwazulu Natal,@Haywood 9,haywood92@gmail.com,@haywood9,25-34
804854,Randy ,Zweifel,Randy 393@mail.com,male,black,35,Kwazulu Natal,@Randy 39,randy393@mail.com,@randy39,35-44
804884,Lane ,Biggers,Lane 112@gmail.com,male,white,18,Eastern Cape,@Lane 11,lane112@gmail.com,@lane11,18-24
804888,Garry ,Caves,Garry 281@yahoo.com,male,black,29,North West,@Garry 28,garry281@yahoo.com,@garry28,25-34
804936,Michel ,Woolard,Michel 201@yahoo.com,male,black,38,Gauteng,@Michel 20,michel201@yahoo.com,@michel20,35-44
804973,Kyle ,Gettys,Kyle 64@abcmail.com,male,white,44,Western Cape,@Kyle 6,kyle64@abcmail.com,@kyle6,35-44
804996,Randy ,Mcculloch,Randy 391@yahoo.com,male,coloured,33,Kwazulu Natal,@Randy 39,randy391@yahoo.com,@randy39,25-34
805006,Stephen ,Vital,Stephen 154@abcmail.com,male,white,29,Free State,@Stephen 15,stephen154@abcmail.com,@stephen15,25-34
805025,Abel ,Bilyeu,Abel 184@abcmail.com,male,black,44,Mpumalanga,@Abel 18,abel184@abcmail.com,@abel18,35-44
805054,Samuel ,Creager,Samuel 265@mailxyz.com,male,,30,Western Cape,@Samuel 26,samuel265@mailxyz.com,@samuel26,25-34
805082,Stefan ,Mastrangelo,Stefan 464@abcmail.com,male,white,33,Gauteng,@Stefan 46,stefan464@abcmail.com,@stefan46,25-34
805095,Lucas ,Mina,Lucas 233@mail.com,male,coloured,40,Western Cape,@Lucas 23,lucas233@mail.com,@lucas23,35-44
805113,Wilton ,Pascarella,Wilton 415@mailxyz.com,male,white,39,Gauteng,@Wilton 41,wilton415@mailxyz.com,@wilton41,35-44
805172,Irving ,Tatham,Irving 54@abcmail.com,male,black,33,Gauteng,@Irving 5,irving54@abcmail.com,@irving5,25-34
805182,Stefan ,Biggers,Stefan 461@yahoo.com,male,coloured,28,Western Cape,@Stefan 46,stefan461@yahoo.com,@stefan46,25-34
805186,Hyman ,Mcculloch,Hyman 81@yahoo.com,male,coloured,23,Western Cape,@Hyman 8,hyman81@yahoo.com,@hyman8,18-24
805196,Yong ,Pool,Yong 481@yahoo.com,male,white,39,Western Cape,@Yong 48,yong481@yahoo.com,@yong48,35-44
805208,Haywood ,Mosser,Haywood 92@gmail.com,male,coloured,23,Western Cape,@Haywood 9,haywood92@gmail.com,@haywood9,18-24
805211,Eli ,Bilyeu,Eli 291@yahoo.com,male,,37,Western Cape,@Eli 29,eli291@yahoo.com,@eli29,35-44
805244,Claud ,Tatham,Claud 345@mailxyz.com,male,white,32,Gauteng,@Claud 34,claud345@mailxyz.com,@claud34,25-34
805266,Cory ,Biggers,Cory 104@abcmail.com,male,,66,Western Cape,@Cory 10,cory104@abcmail.com,@cory10,65+
805279,Dion ,Mccollum,Dion 335@mailxyz.com,male,coloured,38,Gauteng,@Dion 33,dion335@mailxyz.com,@dion33,35-44
805296,Jacinto ,Bilyeu,Jacinto 254@abcmail.com,male,,67,Gauteng,@Jacinto 25,jacinto254@abcmail.com,@jacinto25,65+
805299,Bernardo ,Mcculloch,Bernardo 324@abcmail.com,male,white,34,Gauteng,@Bernardo 32,bernardo324@abcmail.com,@bernardo32,25-34
805308,Yong ,Bilyeu,Yong 483@mail.com,male,,48,Northern Cape,@Yong 48,yong483@mail.com,@yong48,45-54
805310,Dee ,Marek,Dee 212@gmail.com,male,black,39,Gauteng,@Dee 21,dee212@gmail.com,@dee21,35-44
805336,Romeo ,Mccown,Romeo 374@abcmail.com,male,white,47,Mpumalanga,@Romeo 37,romeo374@abcmail.com,@romeo37,45-54
805337,Eli ,Pascarella,Eli 294@abcmail.com,male,black,37,Gauteng,@Eli 29,eli294@abcmail.com,@eli29,35-44
805349,Lloyd ,Tancredi,Lloyd 72@gmail.com,male,white,56,Kwazulu Natal,@Lloyd 7,lloyd72@gmail.com,@lloyd7,55-64
805381,Raymundo ,Lavoie,Raymundo 433@mail.com,male,,29,Western Cape,@Raymundo 43,raymundo433@mail.com,@raymundo43,25-34
805735,Lillian ,Borelli,Lillian 232@gmail.com,female,black,26,Mpumalanga,@Lillian 23,lillian232@gmail.com,@lillian23,25-34
805818,,,Rebekah 501@yahoo.com,,,0,,,rebekah501@yahoo.com,,
805998,Raymundo ,Mcclaine,Raymundo 435@mailxyz.com,male,white,46,Gauteng,@Raymundo 43,raymundo435@mailxyz.com,@raymundo43,45-54
806431,Filiberto ,Leicht,Filiberto 43@mail.com,male,black,41,Eastern Cape,@Filiberto 4,filiberto43@mail.com,@filiberto4,35-44
806601,Royal ,Curran,Royal 174@abcmail.com,male,white,48,Kwazulu Natal,@Royal 17,royal174@abcmail.com,@royal17,45-54
806707,Hyman ,Marek,Hyman 84@abcmail.com,male,coloured,34,Western Cape,@Hyman 8,hyman84@abcmail.com,@hyman8,25-34
806823,Hollis ,Mcculloch,Hollis 381@yahoo.com,male,black,37,Gauteng,@Hollis 38,hollis381@yahoo.com,@hollis38,35-44
806986,Stefan ,Mcclaine,Stefan 463@mail.com,male,black,34,Limpopo,@Stefan 46,stefan463@mail.com,@stefan46,25-34
807366,Efren ,Bilyeu,Efren 135@mailxyz.com,male,white,43,Eastern Cape,@Efren 13,efren135@mailxyz.com,@efren13,35-44
807432,Eli ,Mcculloch,Eli 295@mailxyz.com,male,black,28,Gauteng,@Eli 29,eli295@mailxyz.com,@eli29,25-34
807597,Samuel ,Caves,Samuel 263@mail.com,male,white,25,Kwazulu Natal,@Samuel 26,samuel263@mail.com,@samuel26,25-34
807861,Abel ,Woolard,Abel 181@yahoo.com,male,black,34,Gauteng,@Abel 18,abel181@yahoo.com,@abel18,25-34
807935,,,Nubia 273@mail.com,,,0,,,nubia273@mail.com,,
807936,,,Cordie 112@gmail.com,,,0,,,cordie112@gmail.com,,
807937,,,Reagan 303@mail.com,,,0,,,reagan303@mail.com,,
807938,,,Yolonda 423@mail.com,,,0,,,yolonda423@mail.com,,
807939,,,Blanca 373@mail.com,,,0,,,blanca373@mail.com,,
807940,Lloyd ,Shkreli,Lloyd 71@yahoo.com,male,black,30,Gauteng,@Lloyd 7,lloyd71@yahoo.com,@lloyd7,25-34
807941,Carter ,Styer,Carter 35@mailxyz.com,male,black,26,Mpumalanga,@Carter 3,carter35@mailxyz.com,@carter3,25-34
807942,,,Reagan 171@yahoo.com,,,0,,,reagan171@yahoo.com,,
807943,,,Roxane 415@mailxyz.com,,,0,,,roxane415@mailxyz.com,,
807944,,,Lillian 445@mailxyz.com,,,0,,,lillian445@mailxyz.com,,
807945,Garry ,Mccown,Garry 281@yahoo.com,male,black,26,Gauteng,@Garry 28,garry281@yahoo.com,@garry28,25-34
807946,Cory ,Mastrangelo,Cory 101@yahoo.com,male,white,19,Kwazulu Natal,@Cory 10,cory101@yahoo.com,@cory10,18-24
807947,Valentine ,Biggers,Valentine 471@yahoo.com,male,black,22,Gauteng,@Valentine 47,valentine471@yahoo.com,@valentine47,18-24
807948,Royal ,Bilyeu,Royal 173@mail.com,male,black,36,Kwazulu Natal,@Royal 17,royal173@mail.com,@royal17,35-44
807949,Jared ,Mcclaine,Jared 501@yahoo.com,male,indian_asian,16,Gauteng,@Jared 50,jared501@yahoo.com,@jared50,<18
807950,,,Roxana 483@mail.com,,,0,,,roxana483@mail.com,,
807951,,,Williemae 433@mail.com,,,0,,,williemae433@mail.com,,
807952,Stephen ,Curran,Stephen 155@mailxyz.com,male,black,29,Limpopo,@Stephen 15,stephen155@mailxyz.com,@stephen15,25-34
807953,Roxane ,Lavoie,Roxane 52@gmail.com,female,coloured,17,Gauteng,@Roxane 5,roxane52@gmail.com,@roxane5,<18
807954,,,Nubia 24@abcmail.com,,,0,,,nubia24@abcmail.com,,
807955,,,Carlota 463@mail.com,,,0,,,carlota463@mail.com,,
807956,,,Epifania 412@gmail.com,,,0,,,epifania412@gmail.com,,
807957,,,Zetta 452@gmail.com,,,15,,,zetta452@gmail.com,,<18
807958,,,Roxana 424@abcmail.com,,,0,,,roxana424@abcmail.com,,
807959,Wilton ,Fudge,Wilton 412@gmail.com,male,black,30,Kwazulu Natal,@Wilton 41,wilton412@gmail.com,@wilton41,25-34
807960,Stacy ,Marek,Stacy 272@gmail.com,male,white,47,Free State,@Stacy 27,stacy272@gmail.com,@stacy27,45-54
807961,,,Alecia 295@mailxyz.com,,,0,,,alecia295@mailxyz.com,,
807962,,,Loris 334@abcmail.com,,,0,,,loris334@abcmail.com,,
807963,,,Winona 12@gmail.com,,indian_asian,0,,,winona12@gmail.com,,
807964,,,Teresia 134@abcmail.com,,,0,,,teresia134@abcmail.com,,
807965,,,Emilie 131@yahoo.com,,,0,,,emilie131@yahoo.com,,
807966,,,Eula 184@abcmail.com,,,0,,,eula184@abcmail.com,,
807967,,,Krysta 245@mailxyz.com,,,0,,,krysta245@mailxyz.com,,
807968,,,Gretta 301@yahoo.com,,,0,,,gretta301@yahoo.com,,
807969,,,Rebecka 331@yahoo.com,,,0,,,rebecka331@yahoo.com,,
807970,Jacinto ,Pool,Jacinto 255@mailxyz.com,male,black,27,Gauteng,@Jacinto 25,jacinto255@mailxyz.com,@jacinto25,25-34
807971,,,Alissa 185@mailxyz.com,,,0,,,alissa185@mailxyz.com,,
807972,Bernardo ,Martello,Bernardo 322@gmail.com,male,coloured,27,Eastern Cape,@Bernardo 32,bernardo322@gmail.com,@bernardo32,25-34
807973,Brendan ,Curran,Brendan 451@yahoo.com,male,white,22,Mpumalanga,@Brendan 45,brendan451@yahoo.com,@brendan45,18-24
807974,,,Zetta 321@yahoo.com,,,0,,,zetta321@yahoo.com,,
807975,,,Epifania 265@mailxyz.com,,,0,,,epifania265@mailxyz.com,,
807976,,,Bess 25@mailxyz.com,,,0,,,bess25@mailxyz.com,,
807977,Valentine ,Tancredi,Valentine 475@mailxyz.com,male,,42,Kwazulu Natal,@Valentine 47,valentine475@mailxyz.com,@valentine47,35-44
807978,Stefan ,Condie,Stefan 463@mail.com,male,black,34,Gauteng,@Stefan 46,stefan463@mail.com,@stefan46,25-34
807979,Hollis ,Martello,Hollis 384@abcmail.com,male,black,31,Gauteng,@Hollis 38,hollis384@abcmail.com,@hollis38,25-34
807980,,,Gretta 425@mailxyz.com,,,0,,,gretta425@mailxyz.com,,
807981,Jared ,Bilyeu,Jared 504@abcmail.com,male,black,32,Gauteng,@Jared 50,jared504@abcmail.com,@jared50,25-34
807982,,,Dia 424@abcmail.com,,,0,,,dia424@abcmail.com,,
807983,Cory ,Paradis,Cory 103@mail.com,male,coloured,18,Western Cape,@Cory 10,cory103@mail.com,@cory10,18-24
807984,Haywood ,Slane,Haywood 95@mailxyz.com,male,black,26,Gauteng,@Haywood 9,haywood95@mailxyz.com,@haywood9,25-34
807985,Luann ,Mina,Luann 321@yahoo.com,female,black,22,Kwazulu Natal,@Luann 32,luann321@yahoo.com,@luann32,18-24
807986,,,Zetta 22@gmail.com,,,0,,,zetta22@gmail.com,,
807987,Carter ,Creager,Carter 35@mailxyz.com,male,black,22,Northern Cape,@Carter 3,carter35@mailxyz.com,@carter3,18-24
807988,,,Bess 61@yahoo.com,,,0,,,bess61@yahoo.com,,
807989,,,Rebecka 203@mail.com,,,0,,,rebecka203@mail.com,,
807990,,,Roxana 281@yahoo.com,,,0,,,roxana281@yahoo.com,,
807991,,,Rebekah 192@gmail.com,,,0,,,rebekah192@gmail.com,,
807992,Raymundo ,Sytsma,Raymundo 433@mail.com,male,black,35,Western Cape,@Raymundo 43,raymundo433@mail.com,@raymundo43,35-44
807993,,,Shelley 435@mailxyz.com,,,0,,,shelley435@mailxyz.com,,
807994,Randy ,Deblois,Randy 395@mailxyz.com,male,black,27,Mpumalanga,@Randy 39,randy395@mailxyz.com,@randy39,25-34
807995,,,Alecia 362@gmail.com,,,0,,,alecia362@gmail.com,,
807996,,,Iva 291@yahoo.com,,,0,,,iva291@yahoo.com,,
807997,Chas ,Marek,Chas 354@abcmail.com,male,,25,Free State,@Chas 35,chas354@abcmail.com,@chas35,25-34
807998,Bess ,Jacox,Bess 54@abcmail.com,female,white,25,Gauteng,@Bess 5,bess54@abcmail.com,@bess5,25-34
807999,,,Dia 252@gmail.com,,,0,,,dia252@gmail.com,,
808000,,,Lillian 203@mail.com,,,0,,,lillian203@mail.com,,
808001,Hugh,Hier,Hugh15@mailxyz.com,male,black,25,Kwazulu Natal,@Hugh1,hugh15@mailxyz.com,@hugh1,25-34
808002,,,Trudie 342@gmail.com,,,0,,,trudie342@gmail.com,,
808003,Romeo ,Langenfeld,Romeo 375@mailxyz.com,male,white,17,Gauteng,@Romeo 37,romeo375@mailxyz.com,@romeo37,<18
808004,,,Lillie 373@mail.com,,,0,,,lillie373@mail.com,,
808005,,,Rebekah 333@mail.com,,,0,,,rebekah333@mail.com,,
808006,Bret ,Restivo,Bret 314@abcmail.com,male,white,16,Eastern Cape,@Bret 31,bret314@abcmail.com,@bret31,<18
808007,,,Lillian 113@mail.com,,,0,,,lillian113@mail.com,,
808008,Royal ,Mina,Royal 175@mailxyz.com,male,black,22,Gauteng,@Royal 17,royal175@mailxyz.com,@royal17,18-24
808009,,,Luann 441@yahoo.com,,,0,,,luann441@yahoo.com,,
808010,Efren ,Luthy,Efren 135@mailxyz.com,male,other,25,Kwazulu Natal,@Efren 13,efren135@mailxyz.com,@efren13,25-34
808011,,,Adela 302@gmail.com,,,0,,,adela302@gmail.com,,
808012,Romeo ,Hier,Romeo 373@mail.com,male,coloured,27,Western Cape,@Romeo 37,romeo373@mail.com,@romeo37,25-34
808013,Filiberto ,Condie,Filiberto 41@yahoo.com,male,black,22,Gauteng,@Filiberto 4,filiberto41@yahoo.com,@filiberto4,18-24
808014,,,Earline 11@yahoo.com,,,0,,,earline11@yahoo.com,,
808015,Lillian ,Borelli,Lillian 461@yahoo.com,female,black,23,Kwazulu Natal,@Lillian 46,lillian461@yahoo.com,@lillian46,18-24
808016,Wilburn ,Borelli,Wilburn 301@yahoo.com,male,white,44,Western Cape,@Wilburn 30,wilburn301@yahoo.com,@wilburn30,35-44
808017,,,Luanna 491@yahoo.com,,,0,,,luanna491@yahoo.com,,
808018,,,Seema 163@mail.com,,,0,,,seema163@mail.com,,
808019,,,Nakita 261@yahoo.com,,,0,,,nakita261@yahoo.com,,
808020,,,Emilie 392@gmail.com,,,0,,,emilie392@gmail.com,,
808021,,,Trudie 324@abcmail.com,,,0,,,trudie324@abcmail.com,,
808022,,,Rebecka 313@mail.com,,,0,,,rebecka313@mail.com,,
808023,,,Winona 264@abcmail.com,,,0,,,winona264@abcmail.com,,
808024,,,Emilie 392@gmail.com,,,0,,,emilie392@gmail.com,,
808025,Carter ,Hoadley,Carter 32@gmail.com,male,black,41,Mpumalanga,@Carter 3,carter32@gmail.com,@carter3,35-44
808026,,,Dia 91@yahoo.com,,,0,,,dia91@yahoo.com,,
808027,Lillie ,Langenfeld,Lillie 284@abcmail.com,female,black,28,Gauteng,@Lillie 28,lillie284@abcmail.com,@lillie28,25-34
808028,,,Lillie 494@abcmail.com,,,0,,,lillie494@abcmail.com,,
808029,,,Eula 121@yahoo.com,,,0,,,eula121@yahoo.com,,
808030,,,Teresia 362@gmail.com,,,0,,,teresia362@gmail.com,,
808031,,,Luann 304@abcmail.com,,,0,,,luann304@abcmail.com,,
808032,,,Blanca 302@gmail.com,,,0,,,blanca302@gmail.com,,
808033,Jacinto ,Hoadley,Jacinto 252@gmail.com,male,white,31,Gauteng,@Jacinto 25,jacinto252@gmail.com,@jacinto25,25-34
808034,,,Cordie 65@mailxyz.com,,,0,,,cordie65@mailxyz.com,,
808035,,,Mellie 404@abcmail.com,,,0,,,mellie404@abcmail.com,,
808036,Robby ,Vital,Robby 164@abcmail.com,male,black,24,Kwazulu Natal,@Robby 16,robby164@abcmail.com,@robby16,18-24
808037,,,Cordie 351@yahoo.com,,,0,Kwazulu Natal,,cordie351@yahoo.com,,
808038,,,Nubia 493@mail.com,,,0,,,nubia493@mail.com,,
808039,,,Teresia 45@mailxyz.com,,,0,,,teresia45@mailxyz.com,,
808040,,,Loris 444@abcmail.com,,,0,,,loris444@abcmail.com,,
808041,,,Gretta 363@mail.com,,,0,,,gretta363@mail.com,,
808042,,,Reagan 453@mail.com,,,0,,,reagan453@mail.com,,
808043,,,Rebekah 443@mail.com,,,0,,,rebekah443@mail.com,,
808044,Luanna ,Hoadley,Luanna 175@mailxyz.com,female,black,25,Western Cape,@Luanna 17,luanna175@mailxyz.com,@luanna17,25-34
808045,Mellie ,Creager,Mellie 154@abcmail.com,female,black,9,Mpumalanga,@Mellie 15,mellie154@abcmail.com,@mellie15,<18
808046,,,Meghann 294@abcmail.com,,,0,,,meghann294@abcmail.com,,
808047,,,Sharri 491@yahoo.com,,,0,,,sharri491@yahoo.com,,
808048,,,Mellie 163@mail.com,,,0,,,mellie163@mail.com,,
808049,Cody ,Slane,Cody 121@yahoo.com,male,black,37,North West,@Cody 12,cody121@yahoo.com,@cody12,35-44
808050,Abel ,Beville,Abel 183@mail.com,male,black,50,Mpumalanga,@Abel 18,abel183@mail.com,@abel18,45-54
808051,,,Torrie 92@gmail.com,,,0,,,torrie92@gmail.com,,
808052,,,Iva 273@mail.com,,,0,,,iva273@mail.com,,
808053,Bernardo ,Pool,Bernardo 322@gmail.com,male,black,28,Mpumalanga,@Bernardo 32,bernardo322@gmail.com,@bernardo32,25-34
808054,,,Dia 161@yahoo.com,,,0,,,dia161@yahoo.com,,
808055,,,Epifania 401@yahoo.com,,,0,,,epifania401@yahoo.com,,
808056,,,Tiffani 185@mailxyz.com,,,0,,,tiffani185@mailxyz.com,,
808057,,,Desirae 283@mail.com,,,0,,,desirae283@mail.com,,
808058,,,Sharri 141@yahoo.com,,,0,,,sharri141@yahoo.com,,
808059,Stefan ,Woolard,Stefan 463@mail.com,male,coloured,25,North West,@Stefan 46,stefan463@mail.com,@stefan46,25-34
808060,,,Anette 362@gmail.com,,,0,,,anette362@gmail.com,,
808061,Seema ,Fudge,Seema 234@abcmail.com,female,black,30,Gauteng,@Seema 23,seema234@abcmail.com,@seema23,25-34
808062,,,Luanna 485@mailxyz.com,,,0,,,luanna485@mailxyz.com,,
808063,,,Iva 344@abcmail.com,,,0,,,iva344@abcmail.com,,
808064,,,Felipa 292@gmail.com,,,0,,,felipa292@gmail.com,,
808065,,,Emilie 414@abcmail.com,,,0,,,emilie414@abcmail.com,,
808066,Garry ,Martello,Garry 285@mailxyz.com,male,black,27,Mpumalanga,@Garry 28,garry285@mailxyz.com,@garry28,25-34
808067,,,Nubia 181@yahoo.com,,,0,,,nubia181@yahoo.com,,
808068,,,Luanna 472@gmail.com,,,0,,,luanna472@gmail.com,,
808069,,,Shelley 455@mailxyz.com,,,0,,,shelley455@mailxyz.com,,
808070,,,Roxana 114@abcmail.com,,,0,,,roxana114@abcmail.com,,
808071,,,Roxane 344@abcmail.com,,,0,,,roxane344@abcmail.com,,
808072,,,Nakita 193@mail.com,,,0,,,nakita193@mail.com,,
808073,Art ,Marek,Art 405@mailxyz.com,male,black,28,Gauteng,@Art 40,art405@mailxyz.com,@art40,25-34
808074,Wilton ,Creager,Wilton 413@mail.com,male,black,31,Limpopo,@Wilton 41,wilton413@mail.com,@wilton41,25-34
808075,Filiberto ,Shkreli,Filiberto 45@mailxyz.com,male,black,34,Mpumalanga,@Filiberto 4,filiberto45@mailxyz.com,@filiberto4,25-34
808076,,,Krysta 221@yahoo.com,,,0,,,krysta221@yahoo.com,,
808077,,,Minerva 53@mail.com,,,0,,,minerva53@mail.com,,
808078,,,Anette 24@abcmail.com,,,0,,,anette24@abcmail.com,,
808079,,,Roxane 505@mailxyz.com,,,0,,,roxane505@mailxyz.com,,
808080,,,Cordie 483@mail.com,,,0,,,cordie483@mail.com,,
808081,,,Yolonda 471@yahoo.com,,,0,,,yolonda471@yahoo.com,,
808082,Claud ,Sytsma,Claud 345@mailxyz.com,male,black,30,Gauteng,@Claud 34,claud345@mailxyz.com,@claud34,25-34
808083,Bernardo ,Wigfall,Bernardo 322@gmail.com,male,coloured,21,Gauteng,@Bernardo 32,bernardo322@gmail.com,@bernardo32,18-24
808084,,,Mellie 382@gmail.com,,,0,,,mellie382@gmail.com,,
808085,,,Cordie 185@mailxyz.com,,,0,,,cordie185@mailxyz.com,,
808086,Valentine ,Caves,Valentine 472@gmail.com,male,black,33,Kwazulu Natal,@Valentine 47,valentine472@gmail.com,@valentine47,25-34
808087,,,Meghann 433@mail.com,,,0,,,meghann433@mail.com,,
808088,,,Dia 101@yahoo.com,,,0,,,dia101@yahoo.com,,
808089,Garry ,Caves,Garry 283@mail.com,male,black,27,Limpopo,@Garry 28,garry283@mail.com,@garry28,25-34
808090,,,Iva 24@abcmail.com,,,0,,,iva24@abcmail.com,,
808091,,,Tiffani 292@gmail.com,,,0,,,tiffani292@gmail.com,,
808092,Brendan ,Woolard,Brendan 452@gmail.com,male,indian_asian,28,Kwazulu Natal,@Brendan 45,brendan452@gmail.com,@brendan45,25-34
808093,,,Luanna 423@mail.com,,,0,,,luanna423@mail.com,,
808094,,,Loris 324@abcmail.com,,,0,,,loris324@abcmail.com,,
808095,Wilburn ,Roquemore,Wilburn 305@mailxyz.com,male,black,62,Kwazulu Natal,@Wilburn 30,wilburn305@mailxyz.com,@wilburn30,55-64
808096,,,Krysta 241@yahoo.com,,,0,,,krysta241@yahoo.com,,
808097,,,Lillian 381@yahoo.com,,,0,,,lillian381@yahoo.com,,
808098,,,Felipa 443@mail.com,,,0,,,felipa443@mail.com,,
808099,,,Felipa 62@gmail.com,,,0,,,felipa62@gmail.com,,
808100,,,Felipa 483@mail.com,,,0,,,felipa483@mail.com,,
808101,,,Dia 455@mailxyz.com,,,0,,,dia455@mailxyz.com,,
808102,Shane ,Restivo,Shane 23@mail.com,male,other,29,Kwazulu Natal,@Shane 2,shane23@mail.com,@shane2,25-34
808103,Samuel ,Mccollum,Samuel 261@yahoo.com,male,indian_asian,27,Eastern Cape,@Samuel 26,samuel261@yahoo.com,@samuel26,25-34
808104,,,Mellie 231@yahoo.com,,,0,,,mellie231@yahoo.com,,
808105,,,Mellie 151@yahoo.com,,,0,,,mellie151@yahoo.com,,
808106,,,Roxane 504@abcmail.com,,,0,,,roxane504@abcmail.com,,
808107,,,Iva 184@abcmail.com,,,0,,,iva184@abcmail.com,,
808108,,,Briana 65@mailxyz.com,,,0,,,briana65@mailxyz.com,,
808109,,,Yolonda 423@mail.com,,,0,,,yolonda423@mail.com,,
808110,,,Katharina 335@mailxyz.com,,,0,,,katharina335@mailxyz.com,,
